"Supplemental Table 1: DogFiler multi-breed database (see Wictum et al. Developmental validation of DogFiler, a novel multiplex for canine DNA profiling in forensic casework, Forensic Sci. Int. Genet. (2012), http://dx.doi.org/10.1016/j.fsigen.2012.07.001)"																																		
	Breed	VGL0760		VGL0910		VGL1063		VGL1165		VGL1541		VGL1606		VGL1828		VGL2009		VGL2136		VGL2409		VGL2918		VGL3008		VGL3112		VGL3235		VGL3438				
1034	Greyhound	18.2	21.2	16.1	20.1	8	13	22	29	18	19	16	17	16	17	9	9	9	9	13	15	14	19.3	16	17	13	15	13	15	13	14			
1035	Greyhound	18.2	18.2	12	13	14	14	25	25	17	17	17	17	16	22	9	14	8	13	13	15	14	14	20	21	13	14	14	15	13	18			
1036	Greyhound	18.2	20.2	19.1	19.1	11	18	25	25	17	20	16	17	15	16	13	14	9	13	17	18	14	15	18	18	14	14	13	14	13	17			
1037	Greyhound	18.2	23.2	17.1	19.1	13	18	25	28	18	20	17	17	16	22	9	9	8	13	13	17	14	22.3	17	18	13	16	14	15	13	15			
1038	Greyhound	18.2	22.2	16.1	17.1	11	14	28	28	17	18	17	18	17	21	9	13	8	8	13	13	14	14	14	21	14	14	13	13	15	18			
1039	Greyhound	13	18.2	19.1	19.1	13	14	25	25	17	20	16	17	16	16	9	13	8	11	13	13	14	18.3	18	19	14	14	13	13	11	18			
1040	Harrier 	20.2	21.2	20.1	20.1	15	17	27	30	18	20	17	18	20	20	15	15	13	13	15	16	12	15	15	17	13	14	14	15	15	15			
1041	Havanese 	12	21.2	21.1	21.1	12	15	18	28	17	17	18	19	16	20	13	14	8	14	16	17	14	15	18	20	11	16	15	15	15	18			
1042	Havanese 	21.2	21.2	21	21	15	17	26	26	17	17	18	19	20	21	14	15	14	16	16	17	15	22.3	19	19	13	13	15	15	12	15			
1043	Havanese 	18.2	22.2	17.1	19.1	19	22	27	31	19	23	18	21	16	21	11	15	8	15	17	18	13	14	19	20	16	16	15	19	14	18			
1044	Hovawart 	21.2	23.2	20.1	22.1	8	12	25	25	18	19	17	21	20	20	10	10	9	13	15	17	21.3	21.3	15	15	15	15	13	14	13	13			
1045	Ibizan Hound 	21.2	23.2	16.1	19.1	14	14	14	14	16	19	17	18	15	15	15	16	14	17	13	19	14	20.3	20.2	20.2	12	16	18	18	16	16			
1046	Ibizan Hound 	20.2	23.2	19.1	19.1	14	14	14	33	16	16	17	21	14	15	9	13	10	14	13	18	14	18.3	20.2	20.2	12	12	14	15	16	16			
1047	Ibizan Hound 	20.2	23.2	16.1	21	12	13	28	28	17	19	17	17	15	15	15	15	9	13	15	18	12	13	20.2	20.2	12	14	15	15	13	16			
1048	Inuit Sled Dog 	22.2	23.2	18.1	19.1	14	15	22	25	16	17	18	21	18	20	12	13	13	13	16	18	13	18.3	12	17	12	12	13	13	17	18			
1049	Irish Red & White Setter 	14	21.2	14	15.1	9	9	18	21	16	23	16	18	19	21	14	14	9	10	16	18	13	14	16	18	11	13	14	15	13	14			
1050	Irish Red & White Setter 	14	14	15.1	15.1	9	13	15	18	16	19	16	16	19	21	14	14	9	12	16	16	14	14	18	18	12	13	14	14	13	14			
1051	Irish Red & White Setter 	18.2	19.2	15	22	17	17	19	28	20	22	17	18	19	20	14	14	9	12	15	16	13	15	17	17	11	11	12	14	12	15			
1052	Irish Red & White Setter 	14	25.2	19.1	20.1	9	14	15	15	17	19	16	17	19	22	13	14	13	13	15	18	12	17.3	17	20	11	13	14	15	14	15			
1053	Irish Setter	14	14	19.1	20.1	14	17	16	17	16	16	17	18	16	21	14	14	10	10	16	18	13	13	14	17	11	11	13	14	15	19			
1054	Irish Setter	14	14	20	20.1	13	18	26	26	16	16	14	17	20	20	14	14	10	11	16	16	13	13	17	23	11	12	14	15	15	15			
1055	Irish Setter	14	14	21.1	21.1	13	18	26	27	16	16	17	17	22	22	14	14	9	10	16	19	13	19.3	19	19	11	13	14	14	12	15			
1056	Irish Setter	14	14	18.1	18.1	17	18	26	30	20	21	16	17	21	22	14	14	9	10	16	19	13	18.3	19	19	11	11	14	15	15	15			
1057	Irish Setter	14	19.2	20.1	21.1	13	17	15	26	15	21	14	17	21	22	14	14	9	10	18	19	13	13	16	18	11	13	13	14	13	14			
1058	Irish Setter	14	18.2	21.1	22.1	13	13	21	26	20	21	16	16	20	22	14	16	9	9	15	16	13	13	17	17	11	13	14	15	15	15			
1059	Irish Setter	14	14	21	21	14	18	26	26	20	21	17	17	14	22	14	14	10	15	16	18	13	18.3	15	17	13	13	14	14	12	15			
1060	Irish Setter	14	14	14	21	17	18	26	30	16	21	14	17	22	22	14	14	9	15	16	17	13	17.3	17	17	11	12	13	14	15	15			
1061	Irish Setter	14	14	19.1	22.1	13	13	26	27	21	21	16	17	16	20	14	14	10	15	16	17	13	19.3	15	17	11	13	13	14	15	16			
1062	Irish Setter	14	14	18.1	21.1	13	18	26	27	20	22	16	17	21	21	13	13	15	15	16	16	13	13	15	15	13	13	14	14	13	15			
1063	Irish Setter	14	14	21.1	21.1	13	18	26	27	20	22	16	17	21	22	13	13	15	15	16	16	13	13	15	15	13	13	14	14	13	15			
1064	Irish Terrier	19.2	21.2	17.1	17.1	13	13	21	21	17	17	18	18	21	22	11	14	8	10	16	17	13	14	15	16	11	15	15	17	15	15			
1065	Irish Terrier	19.2	20.2	17.1	19.1	15	15	25	28	15	16	18	18	16	23	11	13	8	10	16	18	13	13	15	15	13	15	15	17	14	14			
1066	Irish Water Spaniel 	20.2	20.2	19.1	22.1	13	14	22	30	19	23	16	18	16	22	9	15	8	9	15	16	14	19.3	18	18	13	16	14	14	14	17			
1067	Irish Water Spaniel 	20.2	20.2	18.1	19.1	18	18	30	30	17	18	17	17	16	28	9	14	9	12	13	15	14	14	18	18	12	12	20	20	15	16			
1068	Irish Water Spaniel 	20.2	21.2	19.1	19.1	18	18	20	27	16	19	17	17	16	22	14	15	9	12	13	17	13	14	15	17	12	16	14	17	15	15			
1069	Irish Water Spaniel 	20.2	23.2	19.1	19.1	18	18	20	21	16	19	16	17	16	20	9	15	9	12	15	17	13	15	16	19	12	13	12	14	15	16			
1070	Irish Wolfhound 	21.2	21.2	17.1	17.1	18	19	16	16	16	17	18	18	21	22	9	15	11	15	18	18	13	20.3	13	17	14	14	12	12	15	15			
1071	Irish Wolfhound 	20.2	21.2	17.1	17.1	13	18	16	16	18	22	19	19	21	22	13	15	11	11	18	19	21.3	21.3	17	17	13	13	13	16	15	17			
1072	Irish Wolfhound 	18.2	21.2	16.1	17.1	13	18	30	30	17	24	17	18	21	21	15	15	11	11	19	19	20.3	21.3	13	13	13	13	16	17	17	17			
1073	Irish Wolfhound 	21.2	21.2	17.1	17.1	13	18	16	30	16	18	18	18	21	22	9	15	11	15	18	19	20.3	21.3	13	17	14	14	12	16	15	15			
1074	Islandsk Farehund 	14	23.2	16.1	19.1	14	16	28	28	18	19	19	20	22	22	9	11	10	10	16	18	17.3	19.3	16	16	11	15	13	18	15	17			
1075	Italian Greyhound	20.2	21.2	15	19.1	19	19	19	20	19	20	17	17	14	19	10	13	9	13	17	18	20.3	23.3	17	18	13	13	14	14	11	15			
1076	Italian Greyhound	21.2	23.2	17.1	17.1	8	14	29	29	17	17	17	18	19	19	11	11	9	15	15	18	13	18.3	16	21	13	13	14	16	14	19			
1077	Italian Greyhound	21.2	21.2	17.1	19.1	8	14	20	23	17	18	18	19	14	17	13	14	9	15	18	18	12	14	18	18	11	13	17	18	11	14			
1078	Italian Greyhound	21.2	21.2	15	17.1	14	14	19	19	17	18	18	18	17	19	9	11	9	15	18	18	22.3	23.3	17	19	13	13	17	18	14	15			
1079	Italian Greyhound	21.2	22.2	17.1	17.1	14	14	23	24	17	18	17	19	17	18	10	10	15	15	17	18	20.3	20.3	18	19	13	13	17	18	14	14			
1080	Italian Greyhound	21.2	21.2	16.1	20.1	13	13	25	25	17	23	18	19	19	19	13	13	8	15	18	19	19.3	21.3	19	19	13	13	14	15	11	14			
1081	Italian Greyhound	21.2	21.2	14	19.1	18	19	23	29	17	20	17	18	18	19	13	13	8	9	17	20	14	14	19	19	13	15	17	17	14	14			
1082	Italian Greyhound	20.2	21.2	19.1	20.1	13	14	23	23	17	19	16	16	17	18	13	14	8	9	13	18	20.3	21.3	17	19	13	13	14	17	14	14			
1083	Italian Greyhound	21.2	22.2	17.1	17.1	14	19	19	19	18	18	18	18	17	19	10	10	8	15	18	18	14	18.3	15	17	13	15	14	17	11	19			
1084	Italian Greyhound	21.2	23.2	15	19.1	8	19	19	24	17	19	16	18	17	19	13	13	11	15	19	19	18.3	20.3	17	18	13	13	15	16	14	14			
1085	Italian Greyhound	22.2	23.2	17.1	17.1	11	13	25	29	18	23	16	18	19	19	11	14	8	9	16	19	12	12	15	17	13	13	17	18	15	15			
1086	Italian Greyhound	21.2	22.2	17.1	17.1	14	19	19	23	18	20	17	18	17	19	9	10	8	8	18	18	18.3	21.3	15	17	13	15	17	18	11	11			
1087	Italian Greyhound	21.2	22.2	17.1	20.1	14	14	23	25	17	20	17	18	18	19	10	10	8	9	18	19	7	21.3	18	18	13	13	14	18	14	15			
1088	Italian Greyhound	21.2	23.2	20.1	20.1	19	20	21	24	19	23	17	17	19	19	11	14	11	15	18	19	17.3	18.3	18	19	13	13	15	17	11	15			
1089	Jack Russell Terrier	21.2	21.2	19.1	20.1	13	14	20	25	19	20	18	19	17	19	10	10	8	10	19	19	13	14	16	19	15	17	14	16	14	15			
1090	Jack Russell Terrier	21.2	23.2	18.1	20.1	19	20	20	25	19	22	15	19	17	22	14	15	14	14	17	17	17.3	17.3	17	17	13	15	13	14	15	17			
1091	Jack Russell Terrier	12	23.2	15.1	18.1	15	20	20	26	19	20	17	18	16	19	9	15	10	14	11	19	13	18.3	18	20	16	16	13	15	14	20			
1092	Jack Russell Terrier	19.2	24.2	15	20.1	18	18	28	28	19	20	15	17	16	19	14	15	9	16	16	18	13	14	17	18	14	16	14	18	18	20			
1093	Jack Russell Terrier	20.2	22.2	15	16	8	15	20	28	21	24	21	21	16	20	11	13	9	16	16	19	13	14	16	17	12	17	13	14	15	17			
1094	Jack Russell Terrier	13	21.2	13	16	17	20	19	31	19	20	16	16	16	16	10	13	9	14	15	18	13	14	17	19	13	14	17	18	14	15			
1095	Jack Russell Terrier	13.2	21.2	17.1	19.1	12	20	20	26	17	23	15	18	15	18	9	15	9	15	14	18	13	18.3	17	17	12	16	14	17	14	20			
1096	Jack Russell Terrier	12	22.2	19.1	20.1	8	15	26	30	18	18	19	20	17	20	10	14	10	14	13	18	14	14	13	20	13	16	13	16	14	16			
1097	Jack Russell Terrier	21.2	24.2	17.1	20.1	12	13	21	24	19	19	15	17	19	19	9	14	8	11	16	18	14	18.3	16	18	11	13	14	18	14	15			
1098	Jack Russell Terrier	14	21.2	19.1	20.1	12	20	22	26	15	18	14	19	16	19	9	13	9	13	16	18	13	13	18	18	12	14	16	16	15	16			
1099	Jack Russell Terrier	12	23.2	18.1	21.1	11	19	16	26	16	18	17	18	16	16	9	15	12	13	16	18	13	17.3	15	19	11	15	14	18	14	17			
1100	Jack Russell Terrier	12	23.2	19.1	19.1	14	15	22	27	19	21	18	19	19	21	13	14	9	13	17	18	14	18.3	18	19	15	16	14	16	12	20			
1101	Jack Russell Terrier	12	23.2	15	20.1	12	14	21	21	18	22	18	19	15	16	11	15	12	12	17	18	14	15	18	19	14	16	16	16	14	18			
1102	Jack Russell Terrier	12	22.2	17	18.1	12	14	18	27	20	22	15	15	19	19	14	15	9	12	18	18	13	14	18	18	13	14	14	16	14	14			
1103	Jack Russell Terrier	21.2	21.2	21	21.1	12	17	21	24	20	21	17	18	17	22	14	15	8	9	13	16	13	14	19	21	13	14	14	17	15	19			
1104	Jack Russell Terrier	21.2	21.2	18.1	19.1	15	18	15	19	18	18	17	18	17	19	11	13	8	9	14	15	13	18.3	17	18	14	14	13	16	19	20			
1105	Jack Russell Terrier	13.2	14	20.1	20.1	14	14	25	29	19	19	17	18	16	21	10	13	9	9	13	15	13	17.3	15	22	13	14	13	14	19	19			
1106	Jack Russell Terrier	14	23.2	16	19.1	15	19	22	28	19	19	17	18	16	17	13	14	13	14	18	19	15	19.3	14	15	11	16	16	18	12	14			
1107	Jack Russell Terrier	20.2	24.2	15.1	19.1	11	12	25	29	22	22	14	15.1	16	17	13	13	10	16	13	19	13	13	17	19	14	15	13	17	14	17			
1108	Jack Russell Terrier	12	12	16.1	20.1	8	12	15	20	19	22	17	18	21	23	13	15	13	15	13	18	13	13	18	20	14	14	16	16	15	15			
1109	Jack Russell Terrier	12	21.2	18.1	19.1	13	14	21	26	16	18	17	21	17	22	9	15	9	10	15	18	12	14	16	18	13	15	13	14	14	14			
1110	Jack Russell Terrier	14	23.2	16	17.1	14	14	18	26	19	22	17	18	17	20	13	16	8	12	16	18	13	17.3	16	18	15	17	14	22	17	17			
1111	Jack Russell Terrier	20.2	21.2	17	20.1	17	18	20	25	20	22	18	19	19	22	10	13	9	10	16	17	12	14	15	18	15	16	22	22	14	14			
1112	Jack Russell Terrier	12	24.2	16	19.1	14	15	21	25	17	18	15	16	19	21	14	15	9	10	15	18	13	13	18	22	13	14	16	22	14	14			
1113	Jack Russell Terrier	12	14	18.1	20.1	8	15	19	21	18	19	15	18	16	16	13	13	8	12	11	13	17.3	18.3	17	17	13	17	16	22	14	14			
1114	Jack Russell Terrier	12	21.2	18.1	18.1	14	15	26	31	22	24	17	17	19	19	11	14	8	9	18	18	13	18.3	15	19	13	16	14	14	15	17			
1115	Jack Russell Terrier	21.2	23.2	18.1	19.1	14	20	24	31	19	20	16	18	16	19	13	13	8	8	16	17	13	18.3	16	17	14	15	13	14	14	16			
1116	Jack Russell Terrier	21.2	21.2	18.1	19.1	13	18	24	29	18	22	15	17	17	20	13	15	11	15	13	15	13	17.3	15	19	11	14	13	17	13	14			
1117	Jack Russell Terrier	12	21.2	14	18	15	15	24	29	16	20	17	20	16	19	10	15	10	13	14	18	14	15	17	19	13	16	15	16	13	14			
1118	Jack Russell Terrier	23.2	23.2	20.1	20.1	12	13	21	29	18	20	18	19	16	21	13	13	12	13	16	16	12	18.3	15	21	13	15	16	16	12	13			
1119	Jack Russell Terrier	21.2	23.2	18.1	19.1	14	20	20	29	18	18	17	17	19	19	11	15	9	12	13	15	13	19.3	17	19	11	16	15	16	15	18			
1120	Japanese Chin 	22.2	25.2	17.1	22.1	14	15	25	26	18	21	17	20	19	22	13	14	9	14	15	17	13	14	20	20	11	11	19	19	12	17			
1121	Japanese Chin 	24.2	25.2	17.1	22.1	9	17	18	30	18	21	20	20	18	22	13	16	9	9	17	17	13	14	20	20	12	12	13	17	12	12			
1122	Japanese Chin 	23.2	23.2	17.1	21.1	9	15	18	18	19	20	16	20	19	22	14	16	9	9	17	18	13	14	18	21	11	12	14	17	12	18			
1123	Jindo Dog	12	14	15.1	21.1	13	15	16	30	15	18	17	19	19	19	9	15	8	9	18	18	14	16	11	12	12	13	15	18	12	18			
1124	Kangal Dog 	21.2	21.2	18.1	23.1	8	14	18	27	16	17	15	19	15	21	14	14	8	9	17	18	12	12	16	16	14	16	14	15	15	17			
1125	Kangal Dog 	15	20.2	18.1	19.1	12	15	22	27	16	18	17	17	21	21	14	15	13	13	15	18	13	13	16	18	11	12	14	14	14	17			
1126	Keeshond	13	22.2	19.1	20.1	12	16	21	24	18	20	15.1	17	16	17	11	11	8	13	16	18	17.3	19.3	15	21	12	13	15	20	14	19			
1127	Keeshond	13	19.2	19.1	19.1	12	19	24	25	18	18	15	17	16	16	13	14	8	9	16	17	13	13	13	21	12	13	15	20	14	17			
1128	Keeshond	21.2	24.2	23.1	24.1	15	16	19	26	18	20	16	17	19	22	9	9	9	10	16	18	13	18.3	10	19	12	13	14	17	13	14			
1129	Keeshond	12	13	19.1	21.1	12	15	26	27	22	22	15.1	15.1	17	17	13	14	8	15	16	17	13	13	13	15	11	12	14	17	14	14			
1130	Keeshond	12	19.2	12	19.1	12	12	24	25	21	21	16	17	17	17	14	14	9	15	16	17	13	17.3	13	19	12	12	20	20	14	19			
1131	Keeshond	13	13	12	21.1	12	19	19	24	19	22	16	17	19	21	14	14	9	16	16	17	13	19.3	15	15	11	12	14	17	17	17			
1132	Keeshond	19.2	23.2	19.1	20.1	14	20	26	26	18	21	15.1	16	17	20	9	9	10	13	16	18	17.3	18.3	13	15	12	13	12	20	14	18			
1133	Keeshond	20.2	22.2	12	19.1	14	22	21	28	19	21	16	16	19	20	9	11	14	15	16	18	12	19.3	15	15	13	13	15	20	18	18			
1134	Kerry Blue Terrier 	20.2	23.2	17.1	17.1	14	17	21	22	17	24	19	20	17	19	9	13	10	16	15	16	14	15	18	18	13	16	13	15	12	14			
1135	Kerry Blue Terrier 	19.2	20.2	17.1	20.1	14	17	20	22	17	23	19	20	19	20	13	14	16	19	15	16	17.3	17.3	17	18	13	13	15	15	14	15			
1136	Kerry Blue Terrier 	12	19.2	13	17.1	13	18	21	22	17	23	19	19	19	22	10	13	8	19	15	15	13	17.3	18	19	13	13	15	15	12	12			
1137	Kerry Blue Terrier 	19.2	19.2	17.1	20.1	13	18	22	28	23	23	18	18	17	17	14	14	8	16	15	17	14	15	18	18	13	13	15	15	13	14			
1138	Kintamani dog	17	21.2	17.1	18.1	14	14	19	19	18	20	16	16	19.3	19.3	10	12	12	13	18	20	14	15	12	12	12	16	14	14	12	12			
1139	Komondor 	20.2	20.2	19.1	23.1	14	15	29	29	17	17	16	20	15	16	10	13	17	17	13	16	12	19.3	17	17	11	14	14	14	13	17			
1140	Komondor 	18.2	22.2	15.1	18.1	20	20	22	26	16	17	19	19	15	17	14	14	9	14	14	18	14	19.3	20	20	13	15	13	14	14	17			
1141	Komondor 	22.2	22.2	15.1	23	11	13	21	22	16	16	18	18	17	21	13	14	9	15	14	14	13	19.3	16	20	14	15	13	16	13	15			
1142	Komondor 	19.2	20.2	15.1	17.1	15	15	29	29	17	17	15	19	16	16	14	15	17	17	13	18	13	13	17	17	11	14	14	15	15	17			
1143	Kooikerhondje 	21	21	16.1	19.1	14	14	21	21	15	20	16	16	21	21	9	15	8	15	13	13	18.3	22.3	19	19	11	11	15	15	12	15			
1144	Kooikerhondje 	21	21	16.1	19.1	15	18	17	26	15	15	17	17	20	21	9	10	8	15	15	15	12	19.3	16	18.2	11	16	14	15	15	15			
1145	Korean German Shepherd 	21.2	22.2	17.1	18.1	13	13	27	32	17	19	17	17	19	19	13	14	13	14	17	17	18.3	20.3	15	19	15	16	14	14	13	14			
1146	Korean German Shepherd 	20.2	20.2	19.1	19.1	12	18	26	27	17	19	17	17	19	22	13	14	12	13	15	15	15	21.3	15	16	15	15	15	16	21	21			
1147	Korean German Shepherd 	20.2	20.2	16.1	19.1	12	12	14	26	18	19	17	17	17	19	9	11	13	13	15	16	14	15	17	18	15	16	14	16	16	22			
1148	Korean German Shepherd 	20.2	20.2	17.1	19.1	11	12	16	17	18	19	17	17	19	19	9	11	13	13	15	16	13	15	15	15	14	15	15	16	16	16			
1149	Korean German Shepherd 	13	21.2	17.1	19.1	12	13	16	26	17	18	17	17	19	19	14	15	13	13	15	15	15	21.3	15	15	15	15	15	16	16	21			
1150	Korean German Shepherd 	13	21.2	18.1	20.1	12	14	17	28	18	18	16	18	19	19	13	14	13	13	17	18	13	21.3	15	18	12	16	14	14	16	21			
1151	Kuvasz	21.2	23.2	17.1	19.1	14	18	18	25	15	16	13	15	16	20	11	13	13	14	13	15	14	15	16	16	12	13	16	16	13	14			
1152	Kuvasz	12	21.2	17.1	19.1	14	17	25	25	17	20	18	19	17	20	11	15	9	13	13	14	13	21.3	16	19	12	15	12	13	14	14			
1153	Kuvasz	21.2	21.2	17.1	17.1	15	15	14	28	15	19	16	17	16	20	13	15	10	10	13	15	17.3	22.3	15	16	12	12	14	14	12	20			
1154	Kuvasz	21.2	21.2	17.1	17.1	15	18	27	28	15	19	16	16	17	20	15	15	10	10	15	15	14	22.3	15	15	11	12	14	14	14	20			
1155	Labrador Retriever	12	20.2	17.1	19.1	14	14	18	19	18	18	16	20	16	16	14	14	13	14	13	17	14	15	18	19	13	18	16	17	12	12			
1156	Labrador Retriever	18.2	20.2	17.1	20.1	14	19	27	28	17	17	17	19	19	19	12	14	9	14	13	13	12	18.3	15	15	13	14	16	16	12	16			
1157	Labrador Retriever	20.2	23.2	15.1	19.1	18	19	21	28	17	22	16	18	19	20	13	14	8	9	17	17	13	14	19	21	14	16	14	14	12	15			
1158	Labrador Retriever	20.2	23.2	18.1	21.1	14	14	27	31	15	16	16	18	16	21	14	14	9	9	14	18	12	21.3	15	15	16	16	14	14	12	13			
1159	Labrador Retriever	18.2	20.2	19.1	20.1	17	19	21	21	18	18	17	17	15	17	13	15	9	9	13	14	12	12	14	14	14	14	16	16	12	12			
1160	Labrador Retriever	21.2	23.2	17.1	17.1	19	19	27	29	19	19	15	15	16	19	13	13	8	12	17	17	12	12	15	21	13	14	14	15	16	16			
1161	Labrador Retriever	12	21.2	18.1	19.1	12	14	27	27	17	18	17	19	18	20	14	14	10	13	14	14	12	22.3	17	19	14	14	16	18	11	14			
1162	Labrador Retriever	20.2	21.2	21.1	21.1	11	13	20	25	18	21	14	20	15	19	9	15	9	9	17	18	12	15	19	20	11	14	13	16	13	16			
1163	Labrador Retriever	21.2	22.2	18.1	20.1	14	19	20	26	17	18	18	19	16	16	11	13	10	14	16	17	13	19.3	18	18	13	14	16	17	12	16			
1164	Labrador Retriever	21.2	25.2	20.1	21.1	15	19	27	27	17	18	18	18	19	19	13	15	11	15	17	17	14	22.3	12	19	12	13	12	13	16	17			
1165	Labrador Retriever	20.2	20.2	19.1	20.1	17	19	27	27	17	23	18	21	19	19	13	14	9	12	13	18	19.3	21.3	15	17	11	12	15	19	12	12			
1166	Labrador Retriever	13	23.2	19.1	21.1	14	18	18	25	17	24	16	18	17	19	13	15	8	10	13	17	13	19.3	18	21	12	15	12	14	12	12			
1167	Labrador Retriever	20.2	23.2	19.1	20.1	18	19	26	26	17	24	18	20	18	19	11	13	8	9	14	17	12	18.3	15	18	17	17	16	16	12	16			
1168	Labrador Retriever	22.2	23.2	16.1	19.1	17	19	20	28	16	18	18	21	19	19	14	14	9	12	13	16	12	18.3	12	16	17	18	16	19	14	16			
1169	Labrador Retriever	22.2	22.2	17.1	19.1	13	17	21	28	20	22	15	17	19	19	11	13	8	11	17	17	14	20.3	15	21	12	14	16	18	12	16			
1170	Labrador Retriever	20.2	20.2	18.1	19.1	14	14	20	20	22	23	17	18	17	19	9	13	8	10	13	17	13	20.3	15	18	13	14	15	18	15	16			
1171	Labrador Retriever	18.2	21.2	18.1	20.1	13	13	27	27	17	17	17	18	15	16	11	15	9	10	13	14	12	18.3	14	21	12	16	14	16	12	16			
1172	Labrador Retriever	21.2	21.2	18.1	19.1	13	18	26	27	17	22	17	20	22	22	13	13	10	10	13	13	13	19.3	14	20	11	17	13	16	14	16			
1173	Labrador Retriever	18.2	20.2	20.1	21.1	14	17	27	28	19	25	16	18	16	16	11	15	10	18	17	17	12	20.3	14	19	12	16	16	17	12	12			
1174	Labrador Retriever	15	18.2	15.1	17.1	12	13	19	21	16	17	17	19	16	21	12	12	10	14	13	17	12	21.3	14	15	13	13	14	19	14	16			
1175	Labrador Retriever	19.2	22.2	15.1	21.1	14	19	21	28	18	22	18	18	19	19	11	13	9	14	14	17	13	19.3	15	19	14	16	12	16	12	12			
1176	Labrador Retriever	20.2	22.2	17.1	20.1	13	18	26	28	17	19	17	18	19	19	11	11	9	10	13	16	13	14	15	19	12	13	16	16	12	13			
1177	Labrador Retriever	20.2	23.2	16.1	20.1	8	14	17	27	15	19	20	20	16	19	14	15	8	10	13	14	12	12	19	21	13	16	14	19	12	16			
1178	Labrador Retriever	21.2	24.2	18.1	20.1	13	17	20	21	18	19	18	18	19	19	13	14	10	10	14	17	15	18.3	15	15	13	14	16	18	19	19			
1179	Labrador Retriever	13	20.2	17.1	21.1	13	18	17	27	18	18	15	19	16	19	11	13	10	10	16	17	18.3	19.3	19	19	13	18	15	16	12	12			
1180	Labrador Retriever	21.2	21.2	18.1	20.1	14	19	20	21	22	23	18	18	15	19	13	15	10	10	17	17	12	15	15	18	11	17	16	18	16	19			
1181	Labrador Retriever	19.2	19.2	17.1	21.1	14	19	21	26	17	18	19	21	19	19	11	13	8	10	13	13	13	13	17	18	12	16	16	16	12	16			
1182	Labrador Retriever	20.2	21.2	17.1	20.1	18	18	21	27	17	17	17	19	16	19	11	13	9	9	13	17	11	14	14	15	12	14	16	16	12	16			
1183	Labrador Retriever	21.2	21.2	18.1	20.1	12	19	21	27	17	18	18	18	19	19	13	15	10	10	17	17	12	14	15	20	13	14	12	17	12	13			
1184	Labrador Retriever	21.2	21.2	17.1	20.1	15	20	21	26	14	17	17	18	16	20	14	14	9	12	13	14	18.3	20.3	19	19	11	17	16	16	12	14			
1185	Labrador Retriever	22.2	23.2	19.1	20.1	15	17	17	20	18	24	18	19	19	20	11	14	12	14	13	15	12	12	15	20	13	16	16	16	14	14			
1186	Labrador Retriever	18.2	20.2	19.1	20.1	9	19	20	28	17	17	15	18	16	19	11	13	9	11	13	17	12	12	18	21	11	16	14	16	12	12			
1187	Labrador Retriever	19.2	20.2	18.1	20.1	18	20	16	20	17	19	15	17	19	20	13	14	8	9	18	18	12	12	14	18	13	14	14	15	16	19			
1188	Labrador Retriever	18.2	21.2	20.1	20.1	14	19	26	28	17	17	15	21	18	19	11	15	10	15	17	19	12	22.3	16	18	13	15	14	16	12	14			
1189	Labrador Retriever	19.2	20.2	15.1	19.1	13	15	26	28	17	19	16	20	20	22	11	15	11	12	13	16	12	18.3	19	20	13	15	14	14	14	16			
1190	Labrador Retriever	20.2	23.2	20.1	21.1	8	16	21	21	17	24	18	18	17	17	13	13	10	10	18	18	15	18.3	18	20	16	17	15	16	12	12			
1191	Labrador Retriever	21.2	21.2	19.1	20.1	14	19	27	27	17	18	17	18	16	17	11	15	9	9	13	17	12	14	15	18	12	14	15	16	12	16			
1192	Labrador Retriever	20.2	23.2	17.1	19.1	14	19	20	29	19	21	19	20	16	19	13	15	8	13	13	17	12	14	19	19	12	16	14	16	12	16			
1193	Labrador Retriever	21.2	23.2	18.1	20.1	8	17	21	26	17	18	18	19	15	19	13	15	9	10	16	17	12	12	14	17	14	17	12	16	12	12			
1194	Labrador Retriever	14	22.2	19.1	21.1	13	19	27	28	18	20	18	19	17	23	14	14	8	9	13	17	12	13	21	21	13	14	12	15	12	14			
1195	Labrador Retriever	19.2	21.2	20.1	20.1	14	14	21	28	17	21	19	20	16	19	13	15	9	10	14	16	12	19.3	14	21	14	14	12	14	12	12			
1196	Labrador Retriever	12	24.2	18.1	20.1	13	15	15	21	20	20	17	20	15	20	12	15	12	13	15	17	14	19.3	17	17	11	15	18	18	12	13			
1197	Labrador Retriever	21.2	21.2	17.1	21.1	18	20	20	21	17	18	20	21	17	17	13	14	10	10	17	18	13	18.3	18	19	12	16	12	12	12	16			
1198	Labrador Retriever	19.2	23.2	16.1	20.1	15	17	20	21	18	19	16	19	15	19	11	14	8	10	13	17	12	12	18	19	14	14	15	16	12	12			
1199	Labrador Retriever	20.2	21.2	17.1	20.1	14	19	21	28	16	18	19	19	16	19	13	14	10	10	13	17	19.3	20.3	18	18	14	17	12	17	12	16			
1200	Labrador Retriever	20.2	22.2	18.1	21.1	17	18	20	20	17	19	15	18	17	19	11	15	9	10	16	17	12	12	15	15	14	14	15	16	12	16			
1201	Labrador Retriever	22.2	23.2	21.1	22.1	13	18	28	29	18	20	16	17	14	20	10	14	9	14	14	15	15	17.3	16	20	11	15	14	16	14	16			
1202	Labrador Retriever	19.2	21.2	17.1	18.1	8	14	21	26	17	17	17	19	16	16	11	14	10	10	15	16	12	13	19	21	12	14	14	16	12	16			
